CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
3237,802,Spain,Male,38,7,0.0,2,0,1,57764.65
4424,601,Germany,Female,47,1,142802.02,1,1,1,57553.02
4744,757,France,Female,51,1,0.0,1,1,1,22835.13
2078,640,France,Male,63,2,68432.45,2,1,1,112503.24
5219,625,France,Female,38,7,0.0,1,1,0,164804.02
396,557,France,Male,33,3,54503.55,1,1,1,371.05
2788,540,Germany,Male,39,1,82531.11,1,1,0,114092.52
8877,812,Spain,Female,24,1,92476.88,1,0,0,83247.14
8638,626,Germany,Male,27,4,115084.53,2,0,1,26907.43
4072,810,France,Female,38,9,153166.17,1,1,1,93261.69
5574,503,Spain,Female,36,9,0.0,2,1,1,16274.67
8369,684,Germany,Male,37,1,126817.13,2,1,1,29995.83
9507,808,France,Male,41,0,0.0,1,1,1,79888.78
5355,597,France,Female,29,1,132144.35,1,1,0,158086.33
7233,571,France,Male,38,1,121405.04,1,1,1,154844.22
9483,692,France,Female,36,3,79551.12,1,0,1,178267.07
6820,528,France,Male,29,3,102787.42,1,1,0,55972.56
1519,544,France,Female,64,3,124043.8,1,1,1,111402.97
8196,588,France,Male,30,3,115007.08,1,0,0,176858.5
1378,715,Spain,Female,35,4,40169.88,2,1,1,199857.47
5672,619,France,Male,29,5,0.0,2,1,0,194310.1
1023,642,France,Male,32,3,0.0,2,1,1,88698.83
2587,563,France,Male,33,8,0.0,2,0,1,68815.05
7042,544,France,Male,44,1,0.0,2,0,0,69244.24
5621,569,France,Female,44,4,0.0,2,0,0,134394.78
7637,766,France,Male,32,6,185714.28,1,1,1,102502.5
5008,534,France,Male,36,4,120037.96,1,1,0,36275.94
2857,534,Spain,Male,51,3,0.0,2,0,1,20856.31
8254,637,Germany,Male,28,3,123675.69,1,1,1,166458.41
5771,623,Spain,Male,44,1,83325.77,1,0,1,80828.78
5842,608,Spain,Female,38,9,102406.76,1,0,1,57600.66
8027,684,Spain,Male,39,4,207034.96,2,0,0,157694.76
5832,709,France,Male,26,6,156551.63,1,0,1,4410.77
1629,736,Germany,Male,46,5,130812.91,1,1,1,77981.54
4888,437,France,Male,49,9,111634.29,2,0,1,166440.32
4526,798,France,Male,34,9,154495.79,1,1,0,191395.88
3523,835,France,Male,35,6,127120.07,1,1,0,28707.69
5904,692,Germany,Male,45,6,142084.04,4,1,0,188305.85
7781,705,France,Male,34,7,117715.84,1,1,0,2498.67
3607,682,France,Male,37,5,0.0,2,0,1,112554.68
9418,639,Spain,Female,27,2,0.0,1,1,1,82938.99
5220,571,Germany,Male,37,9,139592.98,3,1,0,104152.65
234,585,France,Female,67,5,113978.97,2,0,1,93146.11
7755,675,France,Male,34,8,0.0,2,1,1,184842.21
3796,537,France,Male,26,7,106397.75,1,0,0,103563.23
4118,529,France,Male,28,9,0.0,2,1,1,52545.24
6318,738,Germany,Female,57,9,148384.64,1,0,0,155047.11
5001,754,Spain,Male,35,4,0.0,2,1,1,9658.41
3800,850,France,Female,28,2,0.0,2,1,1,38773.74
7809,579,Spain,Male,43,2,145843.82,1,1,1,198402.37
3899,752,France,Female,36,2,119912.46,1,1,0,124354.92
5024,745,Germany,Female,44,0,119638.21,1,1,1,34265.08
1948,680,Spain,Male,35,9,0.0,2,0,0,143774.06
6361,416,Germany,Female,25,0,97738.97,2,1,1,160523.33
470,631,Spain,Male,27,10,134169.62,1,1,1,176730.02
9944,744,Germany,Male,41,7,190409.34,2,1,1,138361.48
3492,655,France,Female,45,7,57327.04,1,0,1,47349.0
6091,850,Germany,Female,33,2,83415.04,1,0,1,74917.64
2671,799,Spain,Male,35,7,0.0,2,0,1,140780.8
9800,762,Spain,Female,35,3,119349.69,3,1,1,47114.18
2224,631,Spain,Male,55,9,99685.06,1,1,0,114474.98
1106,678,France,Female,38,2,0.0,2,0,0,115068.99
2188,708,Spain,Female,32,8,187487.63,1,1,1,120115.5
818,497,Spain,Male,27,9,75263.16,1,1,1,164825.04
5571,684,Spain,Female,38,3,134168.5,3,1,0,3966.5
4523,660,Germany,Female,52,4,86891.84,1,1,0,90877.76
5793,763,Spain,Female,32,8,0.0,2,1,0,16725.53
9381,765,Spain,Male,45,2,91549.78,1,1,1,47139.44
8780,820,Germany,Male,39,9,111336.89,1,1,0,16770.31
7459,645,Spain,Female,29,4,0.0,2,1,1,74346.11
2624,605,Spain,Female,29,3,116805.82,1,0,0,4092.75
7094,640,France,Female,67,3,0.0,1,0,1,42964.63
9392,532,Spain,Female,39,0,0.0,2,1,0,94977.3
9916,616,Spain,Female,44,7,193213.02,2,1,1,137392.77
9119,731,Spain,Female,40,5,171325.98,1,1,1,159718.27
888,733,Germany,Male,74,3,106545.53,1,1,1,134589.58
2437,581,France,Male,41,8,0.0,2,0,0,29737.14
6056,768,France,Male,25,6,0.0,2,1,1,21215.67
7064,718,France,Female,39,3,0.0,2,1,1,145355.11
817,580,Germany,Female,42,2,123331.36,1,0,0,103516.08
8934,846,France,Female,37,6,127103.97,1,1,1,41516.44
3414,657,France,Female,37,2,0.0,2,1,1,7667.48
6352,741,France,Male,38,9,0.0,2,1,0,14379.01
2341,717,France,Female,25,7,108664.85,2,1,0,190011.85
9029,594,Germany,Male,18,1,132694.73,1,1,0,167689.56
3167,637,France,Female,48,7,130806.99,2,1,1,132005.85
1809,639,France,Female,50,6,115335.32,2,1,1,53130.41
8035,577,France,Female,30,8,92472.1,2,0,1,126434.61
1264,837,Spain,Male,31,9,104678.62,1,0,1,50972.6
5086,719,Spain,Male,50,2,0.0,2,0,0,10772.13
9675,735,Spain,Male,39,1,60374.98,1,1,0,40223.74
5835,609,Spain,Male,37,5,129312.79,1,1,1,26793.82
5194,696,France,Male,27,4,87637.26,2,0,0,196111.35
4449,666,France,Male,36,3,0.0,2,1,0,35156.54
4945,529,France,Female,31,2,164003.05,2,1,1,60993.23
4045,687,Spain,Female,36,5,0.0,1,1,0,17696.22
6503,455,Germany,Female,37,6,170057.62,1,0,1,54398.56
3702,504,France,Female,73,8,0.0,1,1,1,34595.58
1035,678,Spain,Male,30,0,0.0,1,1,0,35113.08
9256,765,Germany,Male,37,7,102708.77,1,1,0,9087.81
5590,775,Germany,Male,25,10,60205.2,2,1,0,14073.11
1228,659,France,Female,38,3,0.0,2,1,0,158553.1
9999,792,France,Female,28,4,130142.79,1,1,0,38190.78
6811,779,France,Female,42,5,0.0,2,0,0,25951.91
5141,774,Spain,Male,32,9,0.0,2,1,0,10604.48
52,788,France,Female,33,5,0.0,2,0,0,116978.19
9067,704,Germany,Male,41,9,62078.21,2,1,0,129050.67
8395,560,France,Female,30,0,108883.29,1,1,0,27914.95
159,631,Germany,Female,33,4,123246.7,1,0,0,112687.57
7552,636,Spain,Male,76,9,126534.6,1,1,1,39789.62
1587,592,France,Female,37,7,0.0,2,1,1,126726.33
1589,675,Germany,Male,36,7,89409.95,1,1,1,149399.7
9841,567,Germany,Female,46,1,68238.51,2,1,1,109572.58
9328,540,Germany,Female,35,7,128369.75,2,1,0,198256.15
6930,751,France,Male,30,3,165257.2,1,0,0,134822.05
6596,477,France,Male,22,5,82559.42,2,0,0,163112.9
6174,608,Germany,Male,26,1,106648.98,1,0,1,7063.6
8098,770,France,Female,68,2,183555.24,1,0,0,159557.28
3858,695,France,Male,45,9,43134.65,1,0,1,77330.35
9814,631,France,Male,36,1,0.0,2,0,0,133141.34
6691,561,Spain,Male,24,8,143656.55,1,0,1,180932.46
2828,527,Spain,Male,33,9,132168.28,1,0,0,98734.15
436,627,Germany,Female,30,4,79871.02,2,1,0,129826.89
8274,748,Germany,Female,31,1,99557.94,1,1,0,199255.32
8168,597,Spain,Female,33,2,0.0,2,1,1,4700.66
3878,526,Germany,Female,32,6,131938.92,2,1,1,1795.93
1588,747,France,Male,61,7,155973.13,1,0,1,147554.26
2780,778,Spain,Male,40,8,104291.41,2,1,1,117507.11
8981,673,Spain,Female,35,6,0.0,2,1,0,98618.79
8561,788,Spain,Male,36,10,109632.85,1,1,1,16149.13
5686,644,Spain,Female,46,6,12459.19,1,0,0,156787.34
3965,748,Spain,Female,23,8,85600.08,1,0,0,134077.71
4727,648,France,Female,19,1,0.0,2,0,1,22101.86
973,750,Spain,Female,38,7,97257.41,2,0,1,179883.04
1238,746,France,Male,24,3,137492.35,2,0,1,170142.09
2951,763,Germany,Male,31,7,143966.3,2,1,1,140262.96
2342,593,Spain,Male,44,5,0.0,1,1,0,128046.98
6520,686,France,Female,41,10,0.0,1,1,0,133086.45
7310,627,France,Female,41,6,0.0,3,1,1,138700.75
6046,593,Germany,Male,69,2,187013.13,2,0,1,105898.69
2158,731,France,Female,40,7,118991.79,1,1,1,156048.64
9288,635,Germany,Female,36,9,81231.85,2,1,0,196731.08
6589,498,Germany,Male,45,7,109200.74,2,0,1,165990.44
1497,631,France,Male,35,9,112392.45,2,1,0,24472.23
4545,477,Germany,Female,36,3,117700.86,1,0,0,74042.0
6465,730,Spain,Male,26,6,0.0,2,1,1,185808.7
4257,635,France,Male,29,1,0.0,1,0,1,24865.54
2422,746,France,Female,29,4,105599.67,1,1,1,43106.17
8564,519,France,Male,48,10,71083.98,1,1,0,137959.0
5185,764,Germany,Female,39,9,138341.51,1,1,0,50072.94
5647,660,France,Male,19,5,127649.64,1,1,1,40368.65
357,522,Spain,Male,34,9,126436.29,1,1,0,174248.52
5242,655,Germany,Female,40,0,81954.6,1,1,1,198798.44
8011,701,France,Female,35,2,0.0,2,1,1,65765.22
9240,589,Spain,Female,46,10,0.0,2,0,1,168369.37
2092,655,Spain,Male,38,3,250898.09,3,0,1,81054.0
5409,575,Spain,Male,28,7,0.0,1,1,1,10666.05
2015,779,Germany,Female,40,2,75470.23,1,1,1,52894.01
9059,688,Germany,Female,34,9,91025.58,2,0,1,163783.0
4044,658,France,Male,32,8,0.0,1,1,1,80410.68
187,525,Spain,Female,37,0,0.0,1,0,1,131521.72
6858,576,Germany,Male,46,4,137367.94,1,1,1,33450.11
3655,754,Germany,Male,35,6,98585.94,2,0,1,106116.84
3426,581,Spain,Male,49,10,0.0,2,0,0,41623.59
7194,799,France,Male,70,8,70416.75,1,1,1,36483.52
1381,846,France,Female,41,5,0.0,3,1,0,3440.47
7468,542,Spain,Female,26,2,0.0,2,1,1,54869.54
413,693,Germany,Female,41,9,181461.48,3,1,1,187929.43
5037,606,Spain,Male,38,7,128578.52,1,1,1,193878.51
4897,699,Spain,Male,40,2,0.0,1,1,0,78387.32
3336,690,Spain,Male,36,10,0.0,2,1,0,55902.93
3606,479,France,Female,26,1,0.0,2,1,1,19116.97
3175,586,France,Female,35,7,164769.02,3,1,0,119814.25
2241,681,Germany,Male,42,3,118199.97,2,1,0,9452.88
9708,737,Germany,Female,22,10,111543.26,2,0,0,106327.85
7796,692,France,Female,36,3,0.0,2,1,1,8282.22
256,727,France,Male,34,10,0.0,2,1,1,198637.34
8620,768,France,Female,40,8,0.0,2,0,1,69080.46
200,850,Spain,Male,30,2,141040.01,1,1,1,5978.2
2235,648,Spain,Female,56,6,157559.59,2,1,0,140991.23
4743,511,Spain,Female,57,8,122950.31,1,1,1,181258.76
1767,814,France,Female,48,7,0.0,2,1,1,132870.15
4236,492,France,Male,35,4,141359.37,2,1,0,39519.53
6729,454,Germany,Female,50,10,92895.56,1,1,0,154344.0
8450,667,Germany,Female,44,5,140406.68,2,0,1,57164.19
7277,756,Germany,Male,32,0,109528.16,2,1,1,56176.31
1572,716,France,Female,44,3,109528.28,1,1,0,27341.63
24,846,France,Female,38,5,0.0,1,1,1,187616.16
3363,747,Germany,Male,38,2,129728.6,1,1,0,89289.54
1088,850,Spain,Male,22,2,0.0,2,1,1,9684.52
4674,850,Germany,Male,41,1,176958.46,2,0,1,125806.3
2694,628,Germany,Male,29,3,113146.98,2,0,1,124749.08
7582,797,Germany,Female,33,10,83555.58,1,0,0,69767.14
3398,759,France,Male,41,9,0.0,2,0,1,190294.12
3559,650,France,Female,64,7,142028.36,1,1,0,32275.09
9156,504,Spain,Female,46,2,163764.84,1,1,1,165122.55
2841,801,France,Male,38,5,0.0,2,1,0,66256.27
2311,645,France,Male,19,9,128514.84,1,0,0,175969.19
8333,683,France,Male,30,4,66190.33,1,1,1,115186.97
3234,527,France,Male,47,1,0.0,1,1,0,21312.16
4152,757,Germany,Male,31,8,149085.9,2,1,1,197077.36
1309,591,Spain,Male,30,8,124857.69,2,0,0,50485.7
695,664,France,Male,57,6,0.0,2,1,1,15304.08
9859,678,Germany,Male,55,4,129646.91,1,1,1,184125.1
3752,717,Spain,Female,36,2,164557.95,1,0,1,82336.73
6337,730,Spain,Female,43,1,103960.38,1,1,1,193650.16
1227,557,France,Female,28,7,146445.24,2,1,0,184317.74
1999,633,Germany,Male,43,3,144164.29,1,1,1,158646.46
276,756,France,Male,62,3,0.0,1,1,1,11199.04
8176,702,France,Male,40,3,148556.74,1,0,1,146056.29
7664,602,France,Male,35,8,0.0,1,1,1,22499.29
5929,699,France,Male,32,3,0.0,2,1,1,170770.44
2953,650,France,Female,43,6,0.0,2,1,1,16301.91
3637,845,Spain,Female,52,0,0.0,1,1,0,31726.76
3906,597,France,Male,44,8,78128.13,2,0,1,109153.04
4778,737,Spain,Female,45,2,0.0,2,0,1,177695.67
5845,530,Germany,Male,33,9,75242.28,1,0,1,101694.67
9698,779,France,Male,49,9,106160.37,1,0,0,116893.87
4117,561,France,Male,37,5,0.0,2,1,0,83093.25
7030,574,France,Male,33,8,100267.03,1,1,0,103006.27
1137,583,France,Female,42,4,0.0,2,1,0,17439.66
2767,598,Germany,Female,27,10,171283.91,1,1,1,84136.12
2334,803,Spain,Female,37,1,0.0,2,0,0,7455.2
7706,667,Spain,Male,31,5,0.0,2,1,1,20346.69
942,376,France,Female,46,6,0.0,1,1,0,157333.69
7662,809,Germany,Male,50,10,118098.62,1,1,1,100720.02
2490,696,Germany,Female,35,4,174902.26,1,1,0,69079.85
9679,472,France,Male,19,9,0.0,2,1,0,3453.4
6290,555,France,Female,27,8,102000.17,1,1,1,116757.0
4935,505,Germany,Male,43,6,127146.68,1,0,0,137565.87
3935,728,Germany,Male,45,3,108924.33,2,1,0,84300.4
6956,571,France,Male,49,4,180614.04,1,0,0,523.0
2384,732,France,Female,40,10,0.0,2,1,0,154189.08
115,628,Germany,Female,30,9,132351.29,2,1,1,74169.13
1863,731,Spain,Male,25,8,96950.21,1,1,0,97877.92
9976,637,France,Female,33,7,103377.81,1,1,0,84419.78
3119,680,Germany,Female,51,5,143139.87,1,0,0,47795.43
4258,782,Germany,Male,35,7,98556.89,2,1,0,117644.36
6705,663,France,Male,33,5,157274.36,2,1,1,28531.81
902,645,France,Female,48,7,90612.34,1,1,1,149139.13
2819,730,France,Female,34,5,74197.38,2,1,0,96875.52
3822,850,France,Female,39,0,104386.53,1,1,0,105886.77
8161,588,France,Male,31,4,99607.37,2,0,1,35877.03
6890,490,France,Male,39,1,0.0,3,1,0,171060.01
9090,809,France,Female,39,5,0.0,1,1,0,77705.75
4699,844,Spain,Male,56,5,99529.7,1,0,1,157230.06
8918,641,France,Female,52,4,0.0,1,1,0,90964.54
3802,615,Germany,Female,44,9,126104.98,2,0,1,110718.02
6068,676,France,Female,41,4,101457.14,1,1,1,79101.67
5810,495,Spain,Female,42,7,0.0,2,0,0,130404.53
3536,534,France,Male,29,7,174851.9,1,1,1,79178.31
3825,548,Spain,Male,44,8,0.0,1,1,0,16989.77
8642,499,Germany,Female,44,6,77627.33,2,1,0,108222.68
8608,727,Germany,Female,31,3,82729.47,2,1,0,60212.51
4810,632,France,Male,38,4,0.0,2,0,0,192505.62
1946,648,Germany,Male,34,3,95039.73,2,1,1,147055.87
8600,710,France,Male,43,9,128284.45,1,1,0,32996.89
7136,826,France,Female,49,0,0.0,1,0,0,178709.98
5335,651,France,Female,39,8,0.0,1,1,0,137452.57
3488,587,Spain,Female,35,3,83286.56,1,1,0,125553.52
1610,588,France,Female,24,0,0.0,2,1,1,140586.08
7461,596,Spain,Male,32,4,0.0,2,0,1,146504.35
8473,770,France,Female,33,6,0.0,2,1,1,126131.9
4677,706,Germany,Female,48,10,104478.12,3,0,1,158248.71
4959,543,Spain,Female,46,5,140355.6,1,1,1,85086.78
5867,627,Germany,Male,62,3,143426.34,2,1,1,143104.3
8763,727,France,Male,61,0,128213.96,2,1,1,188729.08
4761,799,France,Female,32,3,106045.92,2,1,1,17938.0
2194,850,France,Female,34,2,0.0,2,1,1,171706.66
8003,603,Spain,Male,57,6,105000.85,2,1,1,87412.24
5701,625,Germany,Female,49,4,128504.76,1,1,0,126812.63
5113,754,France,Female,47,1,185513.67,1,1,0,27438.83
557,598,Germany,Male,41,3,91536.93,1,1,0,191468.78
8065,430,Germany,Male,49,3,137115.16,1,1,0,146516.86
5139,700,Spain,Male,47,4,0.0,1,1,0,121798.52
1207,752,Germany,Male,30,4,81523.38,1,1,1,36885.85
7033,651,Spain,Male,45,4,0.0,2,0,0,193009.21
7309,547,Spain,Female,22,7,141287.15,1,1,0,118142.79
1510,535,France,Male,33,2,133040.32,1,1,1,110299.78
6769,762,France,Female,44,7,159316.64,1,0,0,24780.13
3829,587,France,Female,36,1,70784.27,1,1,0,30579.82
3732,722,France,Male,46,6,0.0,1,1,1,93917.68
7957,850,Germany,Female,34,3,129668.43,2,1,1,88743.99
3211,686,Germany,Female,27,1,115095.88,2,0,0,78622.46
3630,656,France,Male,46,9,143267.14,2,0,0,193099.43
1708,699,France,Female,49,2,0.0,1,0,0,105760.01
1845,737,France,Male,36,9,0.0,1,0,1,188670.9
266,498,France,Male,34,2,0.0,2,1,1,148528.24
5985,705,Spain,Male,33,7,68423.89,1,1,1,64872.55
1140,618,France,Female,37,5,96652.86,1,1,0,98686.4
3162,608,Spain,Male,34,7,86656.13,1,0,1,59890.29
6207,644,France,Male,33,9,141234.98,1,1,0,95673.05
2046,520,Germany,Male,34,8,120018.86,2,1,1,343.38
3730,683,Spain,Male,38,3,126152.84,1,0,0,15378.75
1909,670,Spain,Female,32,3,0.0,2,1,0,46175.7
7307,850,France,Male,28,8,67639.56,2,1,1,194245.29
2660,767,France,Female,44,2,152509.25,1,1,1,136915.15
656,549,Spain,Male,25,6,193858.2,1,0,1,21600.11
6660,776,France,Female,29,5,0.0,2,1,1,143301.49
1307,645,Spain,Male,49,2,0.0,2,0,0,10023.15
9429,651,France,Female,32,8,144581.96,1,1,1,87609.5
998,811,Germany,Female,28,4,167738.82,2,1,1,9903.42
7432,724,Germany,Male,31,2,160997.54,2,0,1,64831.36
2834,850,France,Male,30,9,121535.18,1,0,0,40313.47
9178,798,Germany,Female,39,6,119787.76,1,1,1,164248.33
5880,537,France,Male,28,0,88963.31,2,1,1,189839.93
1237,717,France,Male,42,5,0.0,2,1,0,172665.21
2151,753,France,Male,57,7,0.0,1,1,0,159475.08
7919,593,Spain,Male,31,8,112713.34,1,1,1,176868.89
9695,710,Germany,Male,37,6,135795.63,1,0,1,46523.6
7189,647,France,Female,40,9,0.0,2,0,1,92357.21
8303,521,France,Male,43,8,0.0,1,1,1,93180.09
6578,850,France,Female,28,9,0.0,2,1,0,185821.41
5091,505,Germany,Male,43,5,136855.94,2,1,0,171070.52
2186,556,Germany,Male,37,9,145018.64,2,1,0,90928.02
1134,769,France,Female,27,2,0.0,1,1,1,57876.05
5004,502,Germany,Female,57,3,101465.31,1,1,0,43568.31
7974,716,Germany,Male,50,2,119655.77,1,1,1,12944.17
1303,593,Germany,Female,32,9,134096.53,2,1,0,53931.05
8468,678,Spain,Female,27,5,87099.85,2,1,0,149550.95
1627,680,France,Male,32,5,92961.61,1,1,0,116957.6
9281,661,France,Female,31,3,133964.3,1,1,1,166187.1
1522,787,France,Female,35,1,106266.8,1,1,1,16607.15
9810,712,Spain,Male,27,10,0.0,1,1,0,94544.88
358,737,France,Male,41,1,101960.74,1,1,1,123547.28
138,584,Spain,Female,48,2,213146.2,1,1,0,75161.25
299,627,France,Male,33,5,0.0,2,1,1,103737.82
1556,850,Spain,Female,29,10,0.0,2,1,1,94815.04
5099,595,Germany,Female,45,9,106000.12,1,0,0,191448.96
382,492,Germany,Female,30,10,77168.87,2,0,1,146700.22
8312,587,France,Male,47,6,71026.77,1,1,0,57962.41
6948,750,Spain,Female,33,3,161801.47,1,0,1,153288.97
4857,849,France,Male,27,0,0.0,2,0,1,157891.86
3180,678,France,Female,60,10,117738.81,1,1,0,147489.76
1439,778,France,Female,65,7,0.0,1,1,1,77867.23
7269,655,Germany,Male,34,7,118028.35,1,1,0,51226.32
5673,639,Spain,Male,34,5,139393.19,2,0,0,33950.08
946,599,Spain,Female,39,4,0.0,1,1,0,194273.2
2390,602,Germany,Male,32,7,184715.86,2,1,0,113781.99
5498,563,France,Male,35,3,106250.72,1,0,0,39546.32
7073,679,France,Male,40,1,0.0,1,1,1,16897.19
9230,582,Germany,Male,35,8,121309.17,2,1,1,28750.67
2721,564,Germany,Female,44,3,111760.4,3,1,1,104722.47
1932,655,Spain,Female,56,5,0.0,2,1,1,41782.7
7423,699,Germany,Male,36,2,123601.56,2,1,0,103557.85
3236,673,Spain,Female,32,0,0.0,1,1,1,72873.33
3140,653,Spain,Male,30,4,0.0,2,1,0,120736.04
4163,627,France,Female,35,7,0.0,2,0,1,193022.44
8888,743,France,Male,23,3,110203.77,1,1,0,95583.45
3807,470,France,Male,30,3,101140.76,1,1,1,50906.65
9479,781,Spain,Male,35,1,0.0,2,0,0,42117.9
6983,706,France,Male,35,5,0.0,2,1,1,81718.37
8904,683,Spain,Male,40,4,95053.1,1,1,1,116816.54
9722,679,France,Female,36,3,0.0,2,1,1,2243.41
4154,726,France,Male,34,3,0.0,2,1,0,196288.46
4172,636,France,Female,35,2,0.0,2,1,1,23129.46
796,702,France,Female,46,9,98444.19,1,0,1,109563.28
2416,850,France,Male,46,9,117640.39,1,1,0,88920.68
7170,678,France,Male,36,0,107379.68,1,1,1,84460.18
6139,652,France,Female,37,4,0.0,2,1,0,143393.24
785,792,Spain,Male,36,5,92140.15,1,0,1,67468.67
7067,746,France,Female,24,4,0.0,1,0,1,94105.0
3158,643,France,Female,31,3,167949.48,1,1,0,143162.34
123,684,Germany,Female,48,10,126384.42,1,1,1,198129.36
9457,678,France,Male,28,2,109137.12,1,1,1,58814.41
9246,762,France,Male,20,1,139432.55,1,1,1,85606.83
2172,661,Germany,Male,35,2,117212.18,1,1,1,83052.03
2169,773,Germany,Male,43,8,81844.91,2,1,1,35908.46
6880,570,France,Male,23,2,0.0,1,0,0,198830.98
4009,446,France,Female,39,1,90217.07,1,1,0,191350.48
9296,586,Germany,Female,56,9,100781.75,2,1,1,54448.41
4340,577,Spain,Female,44,8,115557.0,1,0,1,127506.76
910,604,France,Male,36,6,116229.85,2,1,1,79633.38
6268,670,France,Female,45,5,47884.92,1,1,1,54340.24
7771,850,Germany,Male,29,1,154640.41,1,1,1,164039.51
2309,599,Germany,Male,46,9,123444.72,1,1,1,31368.08
9658,713,France,Female,39,10,0.0,2,1,1,126263.97
3634,681,France,Male,23,7,157761.56,1,0,0,147759.84
1257,628,France,Female,38,3,0.0,2,1,1,48924.73
6591,758,France,Female,33,7,0.0,1,1,0,188156.34
4458,633,France,Male,37,2,0.0,2,1,0,182258.17
6133,667,Germany,Female,33,4,127076.68,2,1,0,69011.66
1178,552,France,Male,49,4,0.0,1,1,1,190296.76
4652,734,Spain,Female,39,3,92636.96,2,1,1,125671.29
6218,707,Spain,Male,43,10,0.0,2,1,0,118368.2
3650,537,France,Male,38,3,0.0,2,0,0,141023.01
442,534,France,Female,34,7,121551.58,2,1,1,70179.0
3415,578,Spain,Male,40,6,63609.92,1,0,0,74965.61
1399,517,Spain,Female,29,5,0.0,2,1,0,103402.88
1457,850,France,Male,66,4,0.0,2,0,1,64350.8
7524,660,France,Female,40,8,167181.01,1,1,1,185156.94
5744,749,Spain,Female,43,1,124209.02,1,1,1,167179.48
1054,602,Spain,Female,22,7,141604.76,1,1,0,30379.6
8998,674,Germany,Female,38,10,83727.68,1,1,0,45418.12
3275,658,France,Male,25,3,0.0,2,0,1,173948.4
1463,517,France,Male,37,5,113308.84,1,0,1,31517.16
3699,749,France,Male,37,10,185063.7,2,1,1,134526.87
3759,721,France,Male,40,9,118129.87,1,1,1,160277.65
929,764,France,Female,24,7,106234.02,1,0,0,115676.38
5511,667,Germany,Male,32,0,103846.65,1,1,0,20560.69
6468,767,France,Female,35,6,115576.44,1,0,1,27922.45
8412,699,France,Male,22,9,99339.0,1,1,0,68297.61
1829,725,Germany,Male,45,8,116917.07,1,0,0,173464.43
2928,668,Germany,Female,39,0,122104.79,1,1,0,112946.67
8295,722,France,Male,40,6,0.0,2,1,1,111893.09
6538,546,France,Male,34,4,165363.31,2,1,1,25744.13
4221,701,Germany,Male,23,5,186101.18,2,1,1,76611.33
3546,542,Spain,Male,43,6,113567.94,1,1,0,89543.25
5598,616,Germany,Female,57,7,116936.81,1,1,1,104379.36
8937,731,France,Male,31,1,132512.26,1,1,1,185466.85
7318,632,Spain,Female,32,1,0.0,2,1,0,19525.65
8350,556,France,Male,38,2,114756.14,1,1,0,193214.05
2011,570,France,Male,32,9,117337.54,2,0,1,62810.91
913,756,Germany,Male,27,1,131899.0,1,1,0,93302.29
8248,633,Germany,Male,29,6,117412.35,1,0,0,30338.94
7265,738,France,Female,38,7,0.0,2,0,0,69227.42
3219,505,Germany,Female,37,10,122453.97,2,1,1,52693.99
2606,657,France,Male,32,3,118829.03,2,1,1,73127.61
3264,738,France,Male,35,5,161274.05,2,1,0,181429.87
4928,513,Spain,Male,39,7,89039.9,2,1,1,146738.83
8661,773,Germany,Female,36,4,105858.71,1,0,1,4395.45
6564,652,Germany,Female,47,0,126597.89,2,1,1,38798.79
8129,847,Spain,Male,31,5,0.0,2,1,1,76326.67
6,822,France,Male,50,7,0.0,2,1,1,10062.8
2980,850,Spain,Female,41,3,99945.93,2,1,0,71179.31
6583,727,Germany,Male,21,8,153344.72,1,1,1,163295.87
3361,602,Germany,Female,48,7,76595.08,2,0,0,127095.14
4774,811,France,Female,35,7,0.0,1,1,1,178.19
1943,728,Germany,Male,39,6,152182.83,1,0,0,161203.6
7452,573,Spain,Male,44,8,0.0,2,0,0,62424.46
5499,850,Germany,Female,27,8,111837.78,2,1,1,110805.79
1635,516,France,Female,33,7,127305.5,1,1,1,120037.36
1141,617,France,Male,40,5,190008.32,2,1,1,107047.92
2041,840,France,Female,39,1,94968.97,1,1,0,84487.62
6703,681,Germany,Male,49,8,142946.18,1,0,0,187280.51
7818,542,Germany,Male,25,8,139330.1,1,0,0,54372.37
2070,719,France,Female,42,4,0.0,1,1,0,28465.86
3134,694,France,Male,34,5,127900.03,1,1,0,101737.8
5160,510,France,Male,44,6,0.0,2,1,1,175518.31
8331,645,Spain,Male,38,1,68079.8,1,0,1,166264.89
5275,683,France,Female,42,8,0.0,2,0,1,198134.9
2242,621,Germany,Female,30,2,101014.08,2,1,1,165257.31
1474,755,Germany,Female,30,6,154221.37,2,0,1,62688.55
8590,771,France,Female,41,10,108309.0,4,1,1,137510.41
1889,665,France,Female,23,9,143672.9,1,1,1,115147.33
3435,676,Germany,Female,34,4,89437.03,1,1,1,189540.95
7593,418,France,Male,28,7,98738.92,1,1,0,122190.22
7745,660,France,Male,40,5,131754.11,2,1,1,38761.61
3705,612,France,Female,35,3,0.0,1,1,1,48108.72
2021,716,Germany,Female,18,3,128743.8,1,0,0,197322.13
4020,721,France,Male,42,4,102936.72,1,0,0,1187.88
8830,562,Germany,Female,39,6,130565.02,1,1,0,9854.72
8443,619,Germany,Male,23,5,132725.1,1,1,1,143913.33
3500,850,France,Female,32,5,106290.64,1,1,0,121982.73
2658,670,Germany,Male,40,2,164948.98,3,0,0,177028.0
